timestamp,foo,bar,baz
1577689200,0.06,0.039366666666667,0.048
1577602800,0.0594,0.0396,0.04752
1577516400,0.06,0.04,0.04828
1577430000,0.05895,0.039766666666667,0.04772
1577343600,0.0598,0.0396,0.04948
1577257200,0.0598,0.0396,0.04784
1577170800,0.0621,0.0394,0.04968
1577084400,0.0627,0.040333333333333,0.05016
1576998000,0.0605,0.041566666666667,0.04988
1576911600,0.05985,0.039933333333333,0.04928
1576825200,0.058,0.0396,0.048
1576738800,0.06045,0.038766666666667,0.04836
1576652400,0.0546,0.0397,0.04852
1576566000,0.0591,0.036566666666667,0.04772
1576479600,0.06195,0.040066666666667,0.0508
1576393200,0.06275,0.042166666666667,0.0506
1576306800,0.066,0.0425,0.05296
1576220400,0.06605,0.043866666666667,0.05324
1576134000,0.0636,0.043433333333333,0.05448
1576047600,0.06275,0.0427,0.05168
1575961200,0.06575,0.041833333333333,0.0526
1575874800,0.06765,0.044633333333333,0.05476
1575788400,0.0675,0.044966666666667,0.05456
1575702000,0.0673,0.045366666666667,0.05444
1575615600,0.06685,0.045133333333333,0.05512
1575529200,0.0647,0.044566666666667,0.05352
1575442800,0.06615,0.043366666666667,0.05452
1575356400,0.0662,0.0443,0.05376
1575270000,0.06615,0.0439,0.05312
1575183600,0.06715,0.044366666666667,0.05372
1575097200,0.06915,0.045266666666667,0.05532
1575010800,0.0687,0.0457,0.05628
1574924400,0.07,0.0456,0.056
1574838000,0.0648,0.0464,0.05604
1574751600,0.0635,0.042333333333333,0.05172
1574665200,0.06185,0.0433,0.05196
1574578800,0.0674,0.041666666666667,0.05392
1574492400,0.067,0.045366666666667,0.05444
1574406000,0.0714,0.045366666666667,0.05712
1574319600,0.0783,0.048233333333333,0.06304
1574233200,0.0817,0.051833333333333,0.06536
1574146800,0.0776,0.0536,0.06744
1574060400,0.0829,0.0522,0.06744
1573974000,0.07975,0.054933333333333,0.06692
1573887600,0.07845,0.052833333333333,0.065
1573801200,0.08,0.0528,0.06404
1573714800,0.08225,0.053366666666667,0.0658
1573628400,0.0805,0.054433333333333,0.0664
1573542000,0.08075,0.053766666666667,0.06488
1573455600,0.08335,0.0536,0.06668
1573369200,0.0825,0.057666666666667,0.0692
1573282800,0.08245,0.054333333333333,0.0672
1573196400,0.0897,0.055333333333333,0.0718
1573110000,0.0906,0.0595,0.07616
1573023600,0.091,0.060866666666667,0.07308
1572937200,0.08875,0.060666666666667,0.0728
1572850800,0.08295,0.059166666666667,0.07112
1572760800,0.08255,0.054833333333333,0.06604
1572674400,0.08135,0.055233333333333,0.06628
1572588000,0.08175,0.0541,0.06612
1572501600,0.0848,0.054566666666667,0.06784
1572415200,0.0832,0.0552,0.0698
1572328800,0.0833,0.0562,0.0714
1572242400,0.0839,0.057333333333333,0.07148
1572156000,0.0743,0.055466666666667,0.08356
1572069600,0.0766,0.0485,0.067
1571983200,0.0709,0.0501,0.068
1571896800,0.0697,0.047466666666667,0.05776
1571810400,0.076,0.047866666666667,0.0624
1571724000,0.07795,0.051433333333333,0.06312
1571637600,0.0778,0.0523,0.06288
1571551200,0.0759,0.0523,0.06276
1571464800,0.0766,0.051533333333333,0.0622
1571378400,0.08,0.051133333333333,0.06404
1571292000,0.0775,0.053333333333333,0.06464
1571205600,0.0808,0.052433333333333,0.06776
1571119200,0.08355,0.053233333333333,0.06744
1571032800,0.08435,0.0557,0.0676
1570946400,0.08325,0.054933333333333,0.06668
1570860000,0.08245,0.055366666666667,0.06712
1570773600,0.08725,0.054966666666667,0.07052
1570687200,0.089,0.057866666666667,0.07436
1570600800,0.0917,0.059333333333333,0.0948
1570514400,0.0867,0.0595,0.0768
1570428000,0.083,0.0577,0.0716
1570341600,0.08565,0.055733333333333,0.07344
1570255200,0.08495,0.0567,0.06904
1570168800,0.0828,0.0572,0.0704
1570082400,0.0897,0.055266666666667,0.07976
1569996000,0.08405,0.055633333333333,0.06724
1569909600,0.08405,0.055366666666667,0.07132
1569823200,0.0805,0.055866666666667,0.06764
1569736800,0.08175,0.054133333333333,0.0654
1569650400,0.08215,0.054833333333333,0.06688
1569564000,0.08225,0.054933333333333,0.06664
1569477600,0.08715,0.0564,0.07416
1569391200,0.0825,0.056333333333333,0.07896
1569304800,0.0975,0.055333333333333,0.083
1569218400,0.10565,0.07,0.08452
1569132000,0.10345,0.067166666666667,0.088
1569045600,0.10525,0.068966666666667,0.08488
1568959200,0.106,0.069566666666667,0.08548
1568872800,0.11285,0.071666666666667,0.0908
1568786400,0.106,0.0754,0.09456
1568700000,0.1004,0.070666666666667,0.10052
1568613600,0.10405,0.068533333333333,0.08336
1568527200,0.0998,0.0694,0.08396
1568440800,0.09935,0.067633333333333,0.09112
1568354400,0.10755,0.066166666666667,0.09088
1568268000,0.11995,0.068466666666667,0.12
1609311600,0.2349,0.1575,0.196
1609225200,0.22795,0.154633333333333,0.18824
1609138800,0.1979,0.150033333333333,0.18148
1609052400,0.21035,0.1335,0.17592
1608966000,0.20315,0.1389,0.172
1608879600,0.1921,0.134333333333333,0.174
1608793200,0.1775,0.1274,0.15324
1608706800,0.1988,0.1192,0.1616
1608620400,0.20305,0.132533333333333,0.16244
1608534000,0.21705,0.133333333333333,0.1828
1608447600,0.21525,0.142933333333333,0.18396
1608361200,0.21735,0.144,0.17984
1608274800,0.20205,0.143333333333333,0.17596
1608188400,0.2134,0.135133333333333,0.17204
1608102000,0.1971,0.1418,0.1702
1608015600,0.2033,0.133666666666667,0.16512
1607929200,0.19225,0.135133333333333,0.16972
1607842800,0.1919,0.1286,0.15736
1607756400,0.18505,0.128033333333333,0.15412
1607670000,0.18775,0.120666666666667,0.15032
1607583600,0.1931,0.126566666666667,0.15472
1607497200,0.1944,0.129933333333333,0.1568
1607410800,0.2088,0.1288,0.16792
1607324400,0.20545,0.139866666666667,0.17104
1607238000,0.2109,0.137433333333333,0.1692
1607151600,0.19855,0.139533333333333,0.16868
1607065200,0.2195,0.134533333333333,0.176
1606978800,0.2201,0.147866666666667,0.1792
1606892400,0.2069,0.146033333333333,0.17728
1606806000,0.2198,0.137966666666667,0.18652
1606719600,0.2062,0.147666666666667,0.17804
1606633200,0.20255,0.135266666666667,0.17
1606546800,0.1974,0.136333333333333,0.17024
1606460400,0.2012,0.132633333333333,0.1686
1606374000,0.2328,0.134333333333333,0.19416
1606287600,0.23565,0.156666666666667,0.21768
1606201200,0.2185,0.1547,0.19944
1606114800,0.19635,0.145666666666667,0.1748
1606028400,0.2036,0.129233333333333,0.164
1605942000,0.18175,0.135,0.16424
1605855600,0.1732,0.120666666666667,0.14624
1605769200,0.17305,0.1155,0.13972
1605682800,0.1819,0.116166666666667,0.14604
1605596400,0.1773,0.1206,0.14604
1605510000,0.1705,0.1174,0.14232
1605423600,0.17615,0.1137,0.1448
1605337200,0.1821,0.117866666666667,0.14712
1605250800,0.1828,0.1253,0.15052
1605164400,0.18125,0.122833333333333,0.15836
1605078000,0.1796,0.120533333333333,0.152
1604991600,0.1708,0.120266666666667,0.1458
1604905200,0.175,0.114233333333333,0.14264
1604818800,0.17095,0.1169,0.14368
1604732400,0.1809,0.1112,0.15268
1604646000,0.15815,0.1199,0.14668
1604559600,0.15745,0.105566666666667,0.12828
1604473200,0.1571,0.104566666666667,0.12604
1604386800,0.16015,0.1053,0.12876
1604300400,0.169,0.107633333333333,0.13716
1604210400,0.1586,0.1127,0.1374
1604124000,0.1623,0.106466666666667,0.13348
1604037600,0.1709,0.106733333333333,0.13672
1603951200,0.17,0.1124,0.13924
1603864800,0.1793,0.113233333333333,0.14424
1603778400,0.1812,0.118966666666667,0.14744
1603692000,0.1848,0.1207,0.15148
1603605600,0.1866,0.1236,0.15056
1603519200,0.18725,0.1244,0.152
1603432800,0.1891,0.125833333333333,0.15484
1603346400,0.1864,0.1273,0.15756
1603260000,0.1789,0.123966666666667,0.15256
1603173600,0.18675,0.118433333333333,0.15136
1603087200,0.19,0.124633333333333,0.15256
1603000800,0.1897,0.128,0.15484
1602914400,0.18465,0.1268,0.15468
1602828000,0.19035,0.121233333333333,0.15228
1602741600,0.1918,0.1273,0.15404
1602655200,0.2045,0.130433333333333,0.1652
1602568800,0.20325,0.1369,0.17104
1602482400,0.198,0.136366666666667,0.16904
1602396000,0.1965,0.1311,0.16232
1602309600,0.19995,0.131133333333333,0.16396
1602223200,0.18925,0.133333333333333,0.16
1602136800,0.1835,0.1264,0.1556
1602050400,0.178,0.121966666666667,0.14736
1601964000,0.19775,0.118833333333333,0.15824
1601877600,0.19735,0.129333333333333,0.15996
1601791200,0.19625,0.1314,0.15968
1601704800,0.19555,0.1298,0.16024
1601618400,0.21175,0.131166666666667,0.1706
1601532000,0.2111,0.143166666666667,0.17932
1601445600,0.2139,0.140866666666667,0.17404
1601359200,0.20335,0.1408,0.17156
1601272800,0.20905,0.1321,0.1688
1601186400,0.21245,0.137366666666667,0.17112
1601100000,0.2076,0.1394,0.17148
1601013600,0.21185,0.137966666666667,0.16948
1600927200,0.1854,0.135833333333333,0.164
1600840800,0.20905,0.123533333333333,0.16724
1600754400,0.2075,0.141233333333333,0.17092
1600668000,0.22595,0.1411,0.18324
1600581600,0.2306,0.153,0.19932
1600495200,0.24215,0.155233333333333,0.19376
1600408800,0.235,0.155066666666667,0.20868
1600322400,0.247,0.1575,0.21248
1600236000,0.25415,0.165966666666667,0.20332
1600149600,0.2549,0.170933333333333,0.22048
1600063200,0.2391,0.170766666666667,0.22176
1599976800,0.24445,0.158933333333333,0.20468
1599890400,0.2242,0.164666666666667,0.208
1599804000,0.2257,0.1489,0.18588
1599717600,0.2115,0.150933333333333,0.19
1599631200,0.20125,0.140733333333333,0.17852
1599544800,0.21355,0.133766666666667,0.17124
1599458400,0.22125,0.140733333333333,0.185
1599372000,0.20875,0.1469,0.1792
1599285600,0.2322,0.137233333333333,0.194
1599199200,0.21775,0.1532,0.18796
1599112800,0.2718,0.143533333333333,0.21844
1599026400,0.2935,0.183133333333333,0.23604
1598940000,0.2973,0.1943,0.24664
1598853600,0.3055,0.199,0.24824
1598767200,0.3182,0.2048,0.2596
1598680800,0.30925,0.209466666666667,0.27352
1598594400,0.28905,0.2047,0.25504
1598508000,0.3201,0.193666666666667,0.25632
1598421600,0.2811,0.2133,0.26796
1598335200,0.30505,0.192266666666667,0.2702
1598248800,0.31005,0.2041,0.288
1598162400,0.32315,0.207733333333333,0.276
1598076000,0.28165,0.2157,0.31952
1597989600,0.2705,0.186466666666667,0.3
1597903200,0.22735,0.1821,0.21852
1597816800,0.24495,0.1498,0.19724
1597730400,0.255,0.166966666666667,0.21052
1597644000,0.2688,0.17,0.228
1597557600,0.25555,0.178266666666667,0.224
1597471200,0.27835,0.169433333333333,0.23024
1597384800,0.24405,0.183966666666667,0.234
1597298400,0.2251,0.162866666666667,0.204
1597212000,0.21115,0.151066666666667,0.18396
1597125600,0.22755,0.1417,0.1876
1597039200,0.21385,0.150966666666667,0.1888
1596952800,0.1983,0.142433333333333,0.17324
1596866400,0.18925,0.130533333333333,0.15792
1596780000,0.19695,0.126433333333333,0.158
1596693600,0.19385,0.130333333333333,0.16784
1596607200,0.1953,0.130433333333333,0.16984
1596520800,0.19,0.1307,0.15684
1596434400,0.1855,0.1248,0.15256
1596348000,0.19225,0.124566666666667,0.15688
1596261600,0.18525,0.127166666666667,0.15628
1596175200,0.186,0.125633333333333,0.15144
1596088800,0.1875,0.124033333333333,0.15064
1596002400,0.19,0.125,0.15332
1595916000,0.1829,0.1271,0.15308
1595829600,0.19305,0.1232,0.17508
1595743200,0.1998,0.128966666666667,0.15984
1595656800,0.2,0.133233333333333,0.16188
1595570400,0.2033,0.1327,0.17988
1595484000,0.20735,0.136,0.1692
1595397600,0.20305,0.138533333333333,0.17396
1595311200,0.2012,0.1355,0.16756
1595224800,0.2113,0.1355,0.17244
1595138400,0.1938,0.140933333333333,0.17428
1595052000,0.19495,0.1288,0.15688
1594965600,0.19145,0.130366666666667,0.162
1594879200,0.19795,0.1284,0.16032
1594792800,0.2075,0.132033333333333,0.176
1594706400,0.2016,0.135866666666667,0.16696
1594620000,0.19915,0.136833333333333,0.176
1594533600,0.2034,0.132333333333333,0.166
1594447200,0.19915,0.134666666666667,0.1658
1594360800,0.1932,0.134333333333333,0.164
1594274400,0.19515,0.1299,0.16448
1594188000,0.19685,0.1318,0.16684
1594101600,0.17715,0.130533333333333,0.16396
1594015200,0.1748,0.118333333333333,0.14652
1593928800,0.16745,0.1157,0.14672
1593842400,0.1702,0.111133333333333,0.13644
1593756000,0.15765,0.112466666666667,0.13736
1593669600,0.14935,0.105966666666667,0.13156
1593583200,0.14585,0.099933333333333,0.11996
1593496800,0.1481,0.096533333333333,0.11984
1593410400,0.14295,0.099966666666667,0.11996
1593324000,0.14065,0.095233333333333,0.11808
1593237600,0.1491,0.0935,0.12064
1593151200,0.15535,0.0996,0.12428
1593064800,0.15775,0.103166666666667,0.1262
1592978400,0.16185,0.104933333333333,0.13136
1592892000,0.16285,0.108033333333333,0.1308
1592805600,0.15995,0.108633333333333,0.13388
1592719200,0.16025,0.106033333333333,0.12904
1592632800,0.16065,0.106133333333333,0.13224
1592546400,0.16155,0.106466666666667,0.13224
1592460000,0.1647,0.1086,0.1362
1592373600,0.1574,0.1072,0.138
1592287200,0.1571,0.1053,0.13012
1592200800,0.1598,0.104366666666667,0.12924
1592114400,0.1685,0.1078,0.13604
1592028000,0.16535,0.112333333333333,0.13932
1591941600,0.1588,0.110433333333333,0.13284
1591855200,0.18225,0.109333333333333,0.146
1591768800,0.16775,0.120866666666667,0.148
1591682400,0.16785,0.111433333333333,0.13556
1591596000,0.16685,0.1112,0.1336
1591509600,0.16855,0.112333333333333,0.1354
1591423200,0.1681,0.112433333333333,0.13684
1591336800,0.16715,0.113066666666667,0.13692
1591250400,0.1695,0.111333333333333,0.13564
1591164000,0.1682,0.113,0.1364
1591077600,0.17165,0.113333333333333,0.1404
1590991200,0.1636,0.114433333333333,0.13856
1590904800,0.17835,0.1079,0.14268
1590818400,0.17465,0.119033333333333,0.145
1590732000,0.17655,0.1162,0.1464
1590645600,0.1686,0.1175,0.14688
1590559200,0.17,0.112866666666667,0.13628
1590472800,0.16825,0.113333333333333,0.14352
1590386400,0.15235,0.110433333333333,0.13996
1590300000,0.1591,0.1022,0.14056
1590213600,0.16275,0.106433333333333,0.13144
1590127200,0.15395,0.1088,0.13404
1590040800,0.1709,0.103533333333333,0.14148
1589954400,0.148,0.113933333333333,0.1422
1589868000,0.1428,0.098466666666667,0.12132
1589781600,0.14005,0.094866666666667,0.116
1589695200,0.13575,0.092066666666667,0.11192
1589608800,0.1345,0.0907,0.11048
1589522400,0.13465,0.09,0.11072
1589436000,0.136,0.0895,0.11276
1589349600,0.1322,0.090266666666667,0.10932
1589263200,0.12595,0.086633333333333,0.108
1589176800,0.1335,0.0832,0.1068
1589090400,0.1468,0.088166666666667,0.11744
1589004000,0.14965,0.0986,0.12384
1588917600,0.1413,0.101466666666667,0.1292
1588831200,0.13,0.093833333333333,0.11352
1588744800,0.13515,0.087,0.1098
1588658400,0.13895,0.090733333333333,0.11576
1588572000,0.13685,0.092233333333333,0.11124
1588485600,0.1447,0.091733333333333,0.11576
1588399200,0.14315,0.095866666666667,0.11524
1588312800,0.13985,0.094633333333333,0.1174
1588226400,0.1484,0.0933,0.12204
1588140000,0.1425,0.1025,0.123
1588053600,0.14265,0.094166666666667,0.1156
1587967200,0.15,0.096166666666667,0.12
1587880800,0.13985,0.0993,0.12448
1587794400,0.1312,0.091666666666667,0.11596
1587708000,0.12475,0.087566666666667,0.11316
1587621600,0.11925,0.082566666666667,0.1032
1587535200,0.1126,0.078933333333333,0.0984
1587448800,0.1114,0.075933333333333,0.09324
1587362400,0.12005,0.074466666666667,0.09684
1587276000,0.123,0.0795,0.1
1587189600,0.11615,0.0825,0.09908
1587103200,0.1173,0.077266666666667,0.09388
1587016800,0.11,0.078466666666667,0.0952
1586930400,0.11395,0.0734,0.0958
1586844000,0.11355,0.076466666666667,0.097
1586757600,0.11655,0.076166666666667,0.09324
1586671200,0.1157,0.0777,0.09684
1586584800,0.1157,0.076766666666667,0.09468
1586498400,0.1274,0.0764,0.10444
1586412000,0.12665,0.084633333333333,0.10468
1586325600,0.1248,0.0842,0.10288
1586239200,0.1267,0.082466666666667,0.10712
1586152800,0.11635,0.083833333333333,0.10148
1586066400,0.12015,0.077,0.0964
1585980000,0.1215,0.079733333333333,0.09816
1585893600,0.1265,0.081,0.1032
1585807200,0.12295,0.0837,0.10604
1585720800,0.10485,0.081933333333333,0.10684
1585634400,0.1034,0.070366666666667,0.08812
1585548000,0.0894,0.068766666666667,0.0908
1585461600,0.09505,0.059933333333333,0.07604
1585375200,0.0972,0.063466666666667,0.07776
1585288800,0.1056,0.0653,0.08536
1585202400,0.1033,0.0699,0.08388
1585116000,0.10425,0.068333333333333,0.08756
1585029600,0.10095,0.0699,0.0858
1584943200,0.09215,0.0668,0.08108
1584856800,0.1005,0.0611,0.085
1584770400,0.1001,0.067166666666667,0.08504
1584684000,0.10495,0.066966666666667,0.10784
1584597600,0.0918,0.068466666666667,0.088
1584511200,0.0908,0.059466666666667,0.0824
1584424800,0.084,0.0611,0.07552
1584338400,0.091,0.054666666666667,0.07828
1584252000,0.09315,0.061333333333333,0.08176
1584165600,0.09495,0.060333333333333,0.08196
1584079200,0.0845,0.063133333333333,0.106
1583992800,0.145,0.054733333333333,0.12784
1583906400,0.15645,0.100066666666667,0.12708
1583820000,0.16135,0.106933333333333,0.13192
1583733600,0.14675,0.104,0.12944
1583650800,0.17385,0.096666666666667,0.1396
1583564400,0.18925,0.118,0.15428
1583478000,0.19715,0.1277,0.15848
1583391600,0.1649,0.132233333333333,0.1688
1583305200,0.16995,0.107033333333333,0.13628
1583218800,0.1581,0.113633333333333,0.1368
1583132400,0.1428,0.105666666666667,0.12924
1583046000,0.14565,0.097033333333333,0.12164
1582959600,0.15375,0.097566666666667,0.13372
1582873200,0.15855,0.1032,0.13676
1582786800,0.15095,0.103,0.13444
1582700400,0.16515,0.100333333333333,0.13272
1582614000,0.182,0.108833333333333,0.172
1582527600,0.2021,0.122033333333333,0.16236
1582441200,0.20235,0.134733333333333,0.16604
1582354800,0.2083,0.134133333333333,0.168
1582268400,0.20125,0.140933333333333,0.17932
1582182000,0.184,0.1295,0.16988
1582095600,0.1968,0.126466666666667,0.18
1582009200,0.171,0.129666666666667,0.166
1581922800,0.1765,0.115666666666667,0.14576
1581836400,0.17755,0.116433333333333,0.16776
1581750000,0.2026,0.119933333333333,0.1678
1581663600,0.19355,0.133433333333333,0.1674
1581577200,0.2193,0.127833333333333,0.17548
1581490800,0.2091,0.1466,0.18
1581404400,0.20255,0.139366666666667,0.17552
1581318000,0.2172,0.135,0.17976
1581231600,0.2039,0.146233333333333,0.192
1581145200,0.2057,0.135933333333333,0.1738
1581058800,0.2306,0.14,0.18704
1580972400,0.21255,0.152833333333333,0.19296
1580886000,0.26225,0.143966666666667,0.2098
1580799600,0.18765,0.1684,0.264
1580713200,0.1583,0.123666666666667,0.15824
1580626800,0.1382,0.105866666666667,0.156
1580540400,0.13085,0.097366666666667,0.11684
1580454000,0.1194,0.0858,0.11376
1580367600,0.10535,0.0806,0.1
1580281200,0.09295,0.070666666666667,0.0864
1580194800,0.08965,0.063466666666667,0.07616
1580108400,0.0863,0.0588,0.0772
1580022000,0.07845,0.0571,0.07268
1579935600,0.0749,0.050733333333333,0.06108
1579849200,0.07395,0.049866666666667,0.06
1579762800,0.0791,0.049866666666667,0.06328
1579676400,0.0784,0.050966666666667,0.06356
1579590000,0.0777,0.052266666666667,0.06324
1579503600,0.07235,0.0522,0.06768
1579417200,0.0753,0.048533333333333,0.06256
1579330800,0.07745,0.0513,0.06264
1579244400,0.0712,0.0509,0.0638
1579158000,0.0722,0.0485,0.05988
1579071600,0.0692,0.048633333333333,0.07724
1578985200,0.06165,0.046766666666667,0.05736
1578898800,0.06095,0.0407,0.04884
1578812400,0.0599,0.040433333333333,0.04852
1578726000,0.0604,0.040066666666667,0.0492
1578639600,0.0585,0.039633333333333,0.04756
1578553200,0.0583,0.0386,0.048
1578466800,0.06,0.038566666666667,0.0482
1578380400,0.0607,0.0403,0.052
1578294000,0.05715,0.0419,0.05028
1578207600,0.05735,0.038233333333333,0.048
1578121200,0.05815,0.038033333333333,0.04652
1578034800,0.0538,0.038066666666667,0.05024
1577948400,0.05665,0.036333333333333,0.04536
1577862000,0.0565,0.040166666666667,0.0482
